iter	Logloss
326	0.5149275648
327	0.5148110535
328	0.5145017574
329	0.5144184094
330	0.514241493
331	0.5142193893
332	0.5141639045
333	0.5140364585
334	0.5137919117
335	0.5136741435
336	0.51342685
337	0.5133403844
338	0.5131350894
339	0.5128778091
340	0.5127770525
341	0.5126197903
342	0.5124768548
343	0.5123678538
344	0.5122932853
345	0.5121296782
346	0.5120543166
347	0.5118688129
348	0.511752684
349	0.5116551399
350	0.5115940763
351	0.5115646707
352	0.5114197852
353	0.5112384319
354	0.5111376891
355	0.5109322907
356	0.5108206396
357	0.5107256793
358	0.5106114045
359	0.5103105965
360	0.5100745146
361	0.5099049638
362	0.5097771196
363	0.5097313956
364	0.5096434461
365	0.5095770807
366	0.5094666389
367	0.5094112273
368	0.5092584685
369	0.5090126622
370	0.5088607835
371	0.5088069211
372	0.5087293903
373	0.5085815468
374	0.5085636415
375	0.5084557566
376	0.5082641817
377	0.5081880048
378	0.5081594051
379	0.5080665805
380	0.5078468147
381	0.507728725
382	0.5075834288
383	0.507485164
384	0.5074060819
385	0.507280178
386	0.5071755375
387	0.5069533996
388	0.5068932182
389	0.5067250175
390	0.5064692941
391	0.5063689814
392	0.5063039042
393	0.5061647511
394	0.5061295382
395	0.506042962
396	0.5059911913
397	0.5058885216
398	0.5057771915
399	0.5056371189
400	0.5055748581
401	0.5053271115
402	0.5051555379
403	0.5050760393
404	0.5049804926
405	0.5048557378
406	0.5047039219
407	0.50454911
408	0.5044882612
409	0.5043111455
410	0.5041456762
411	0.5040360871
412	0.5039386456
413	0.5038685047
414	0.5037733721
415	0.5037055969
416	0.5036567502
417	0.5035870011
418	0.5035123656
419	0.5032844435
420	0.5031913123
421	0.503073137
422	0.5030336627
423	0.5029986837
424	0.5029444643
425	0.502734112
426	0.5025753553
427	0.5024241014
428	0.502302099
429	0.5021967671
430	0.5021151624
431	0.5019507702
432	0.5018863079
433	0.5016729039
434	0.5015463354
435	0.5014273833
436	0.5013474791
437	0.5012958806
438	0.5011989857
439	0.5011564698
440	0.5010399928
441	0.5008477311
442	0.5007671372
443	0.5004911337
444	0.500378316
445	0.5003411693
446	0.5002559799
447	0.5001640396
448	0.5000377962
449	0.4999056757
450	0.4998280166
451	0.4997113776
452	0.4996033087
453	0.4994496364
454	0.4993631517
455	0.4993353653
456	0.499190832
457	0.4991033049
458	0.4988374877
459	0.4987225782
460	0.4986193172
461	0.4985339347
462	0.4984481478
463	0.4983089164
464	0.4982234218
465	0.498173642
466	0.4980453235
467	0.4979926432
468	0.4979279893
469	0.497820955
470	0.4977079631
471	0.4976677511
472	0.4975728233
473	0.4973821106
474	0.4972855402
475	0.4972225514
476	0.4971277658
477	0.4970498433
478	0.496835925
479	0.4966762321
480	0.4963932498
481	0.4963633524
482	0.4961556025
483	0.4960461234
484	0.4958186922
485	0.4956744538
486	0.4956017969
487	0.4954825152
488	0.495401292
489	0.4953404048
490	0.4952178823
491	0.4951194054
492	0.4950888412
493	0.4949531935
494	0.4947600052
495	0.4946525954
496	0.4945784553
497	0.4944727635
498	0.4944047493
499	0.4942015905
500	0.4940533885
501	0.4939191242
502	0.4938842219
503	0.4937301439
504	0.4936656903
505	0.4934306938
506	0.4933510106
507	0.4931858187
508	0.4930275694
509	0.4930030153
510	0.4929288556
511	0.4928631561
512	0.4927880493
513	0.492695188
514	0.4926038918
515	0.492468758
516	0.4923522908
517	0.4922452327
518	0.4921856956
519	0.4920919646
520	0.4919586322
521	0.4918525578
522	0.4917757128
523	0.4916676895
524	0.4915579528
525	0.4914796903
526	0.4913171852
527	0.4911374416
528	0.491117116
529	0.4910429188
530	0.4909787901
531	0.4909009993
532	0.4908622027
533	0.490696324
534	0.4906176263
535	0.4904454844
536	0.4904197665
537	0.4903093834
538	0.4902381833
539	0.4901419528
540	0.4900784824
541	0.4900035082
542	0.4899550365
543	0.4898821462
544	0.489752654
545	0.4896409017
546	0.4895405962
547	0.4893823444
548	0.4893031478
549	0.4891812498
550	0.4890778909
551	0.4889884654
552	0.4888844527
553	0.4888440795
554	0.4887159122
555	0.4886626222
556	0.4885214916
557	0.4884684631
558	0.4883173164
559	0.4881749693
560	0.488129614
561	0.4880210542
562	0.4878492364
563	0.4877209241
564	0.4876391095
565	0.4875893271
566	0.4875654038
567	0.4874980361
568	0.487440565
569	0.4873454139
570	0.487220351
571	0.4871339084
572	0.4870337284
573	0.4869531878
574	0.4868938324
575	0.486825724
576	0.4868035307
577	0.4867621953
578	0.4866966629
579	0.4866766038
580	0.4866049373
581	0.4865115037
582	0.4864195406
583	0.4864101867
584	0.4863692331
585	0.48627434
586	0.4861754443
587	0.4861216745
588	0.4860954482
589	0.4860754609
590	0.4859740387
591	0.4858680735
592	0.4857425437
593	0.4856874054
594	0.4855761256
595	0.4854647052
596	0.485374566
597	0.4853277076
598	0.4851859035
599	0.4851259006
600	0.4850454763
601	0.4849064543
602	0.4848541885
603	0.4847494006
604	0.484709532
605	0.4845846582
606	0.4845209831
607	0.4844844374
608	0.4843934845
609	0.4842841527
610	0.4841761226
611	0.4840721167
612	0.4839401547
613	0.4839189858
614	0.4838676341
615	0.4837594082
616	0.4835179233
617	0.4834493019
618	0.4834008153
619	0.4833371903
620	0.483100104
621	0.4830663501
622	0.4829571388
623	0.4829286717
624	0.4828734738
625	0.4828403869
626	0.4827543824
627	0.4826364639
628	0.4825840479
629	0.4824949893
630	0.4824547385
631	0.4824119298
632	0.4822943191
633	0.482236375
634	0.4820868343
635	0.4820435041
636	0.4818972005
637	0.4818047049
638	0.4817540667
639	0.4817452434
640	0.4816177507
641	0.4815553817
642	0.4814904518
643	0.481420545
644	0.4813471516
645	0.481299998
646	0.4812393698
647	0.4811913691
648	0.4811513894
649	0.4810340805
650	0.4809331889
651	0.4807917091
652	0.4807083423
653	0.4806567799
654	0.4805721899
655	0.4804662418
656	0.4803613102
657	0.4803163596
658	0.4802348742
659	0.4801106226
660	0.4800386644
661	0.4798439472
662	0.479778964
663	0.4797460471
664	0.4796500061
665	0.4795398962
666	0.4795136391
667	0.4793774208
668	0.479370504
669	0.4793150827
670	0.4792346506
671	0.4791132212
672	0.4790895513
673	0.4790512565
674	0.4789581667
675	0.4788414675
676	0.4787156472
677	0.4785605438
678	0.4784270356
679	0.4783692175
680	0.4782985249
681	0.4782547994
682	0.4780859215
683	0.4780344255
684	0.4779849813
685	0.4779217444
686	0.4778780155
687	0.4778187657
688	0.4778063413
689	0.4776581461
690	0.4775569908
691	0.4774160951
692	0.4773236936
693	0.4772522126
694	0.4772193089
695	0.4771433554
696	0.4770152447
697	0.4768223738
698	0.4767697129
699	0.4766521391
700	0.4765974812
701	0.4764939547
702	0.476404213
703	0.4763118937
704	0.4762458971
705	0.4761566152
706	0.4760856934
707	0.4760200351
708	0.4759879054
709	0.4758920962
710	0.4758569067
711	0.4757660753
712	0.4756244456
713	0.4755735603
714	0.4755219415
715	0.475415413
716	0.4752717599
717	0.4752213437
718	0.4751443473
719	0.4749845038
720	0.4748961701
721	0.4748463591
722	0.4747963497
723	0.4747372812
724	0.4746360835
725	0.4745387511
726	0.4744548667
727	0.4743301042
728	0.4742377598
729	0.4741266644
730	0.474091722
731	0.4740493164
732	0.4739517036
733	0.4738988273
734	0.4737545343
735	0.4736589281
736	0.4734762407
737	0.4734061428
738	0.4733181191
739	0.4732854966
740	0.4731808918
741	0.4730941753
742	0.4730082646
743	0.4729044503
744	0.4728648172
745	0.4728018166
746	0.4727524452
747	0.472672945
748	0.472630218
749	0.472565596
750	0.4725091709
751	0.472451378
752	0.4723594271
753	0.4722894517
754	0.4722525117
755	0.4721655432
756	0.4721389734
757	0.4720540097
758	0.4719463467
759	0.471903564
760	0.471794371
761	0.4717398415
762	0.4716755583
763	0.4715473458
764	0.4714731722
765	0.4713729838
766	0.4713149169
767	0.4712284791
768	0.4711335799
769	0.4709514965
770	0.4709413982
771	0.4708727135
772	0.4706976488
773	0.4706431506
774	0.4705872159
775	0.4705255629
776	0.4704556196
777	0.4703288014
778	0.4702038743
779	0.4700703467
780	0.4699701282
781	0.4699010151
782	0.4697689474
783	0.4696890899
784	0.4696086807
785	0.4695059082
786	0.4694315981
787	0.4692117805
788	0.4691240461
789	0.4690274924
790	0.4689770893
791	0.4689379007
792	0.4688804245
793	0.468807075
794	0.4687079326
795	0.4685967822
796	0.4685422862
797	0.4685359951
798	0.4684436318
799	0.4683573115
800	0.4683167168
801	0.4681929738
802	0.468133529
803	0.4680095227
804	0.4678885602
805	0.4677929333
806	0.4677393848
807	0.4677075968
808	0.4676559059
809	0.4676154388
810	0.4675308552
811	0.4675020705
812	0.4674720288
813	0.4673723205
814	0.4673249534
815	0.4672591513
816	0.4672245481
817	0.467145772
818	0.4670163559
819	0.4669769822
820	0.4669315301
821	0.466838291
822	0.4667942692
823	0.4666652793
824	0.466529334
825	0.4664738918
826	0.4664285978
827	0.4662862666
828	0.4662082731
829	0.4661787
830	0.4661645276
831	0.4661345607
832	0.4660603414
833	0.4659558476
834	0.4659026407
835	0.4658301922
836	0.4657981436
837	0.4656800663
838	0.4655930724
839	0.4655571095
840	0.4655222509
841	0.4654928346
842	0.4653991892
843	0.4653499603
844	0.4652738937
845	0.465202627
846	0.465119071
847	0.4650813418
848	0.4650504986
849	0.464949286
850	0.4648319049
851	0.4646319882
852	0.4645393055
853	0.4644495368
854	0.4643862517
855	0.4643675462
856	0.4643405215
857	0.4642829462
858	0.4642123181
859	0.4640465901
860	0.4639957653
861	0.4639538157
862	0.4637765253
863	0.4637452654
864	0.463687607
865	0.4636403066
866	0.463563867
867	0.4635270506
868	0.463498456
869	0.4634302341
870	0.463374555
871	0.4632902917
872	0.4631790486
873	0.4630836503
874	0.4629374031
875	0.4629049636
876	0.4627612514
877	0.4627491656
878	0.4626852172
879	0.4626415886
880	0.4625197139
881	0.4624793644
882	0.4624028477
883	0.4623346201
884	0.4622553348
885	0.4621833342
886	0.4621029735
887	0.4620102689
888	0.4619386681
889	0.4618999611
890	0.4618120172
891	0.4617534435
892	0.4616371613
893	0.4616044027
894	0.4615505605
895	0.4614304794
896	0.4614016837
897	0.4613403377
898	0.4613044643
899	0.4611874368
900	0.4611282441
901	0.4610937235
902	0.4609765264
903	0.4608807533
904	0.460820317
905	0.4607927433
906	0.4607421716
907	0.4607079341
908	0.46067108
909	0.4606550938
910	0.460546022
911	0.4604722081
912	0.4604175724
913	0.4603389417
914	0.4602911718
915	0.4602228881
916	0.4601325867
917	0.4600741723
918	0.4600176743
919	0.4599426802
920	0.4597618821
921	0.4596777397
922	0.4596699991
923	0.4596130098
924	0.4595886033
925	0.4594678245
926	0.4594052911
927	0.4593754965
928	0.4593447556
929	0.4592791468
930	0.4592700046
931	0.4592326195
932	0.459149765
933	0.4590811522
934	0.4590173797
935	0.4589344156
936	0.4588830322
937	0.4588665081
938	0.4588052348
939	0.4586085635
940	0.4585848168
941	0.4585791107
942	0.4585098616
943	0.4583822613
944	0.4583660043
945	0.4582800978
946	0.4581800421
947	0.4581048615
948	0.4580750995
949	0.4580609232
950	0.4580206314
951	0.4579898606
952	0.457922448
953	0.4578905209
954	0.4578673488
955	0.4578020379
956	0.4577651517
957	0.4576973679
958	0.457604836
959	0.4575478804
960	0.4575014267
961	0.4574196268
962	0.4573339094
963	0.4572967571
964	0.4572608988
965	0.4572101562
966	0.4571701739
967	0.4570872365
968	0.4569990265
969	0.4569095969
970	0.4568804176
971	0.4568259543
972	0.4567796426
973	0.4567429414
974	0.4566809327
975	0.456605009
976	0.4564974519
977	0.4564350204
978	0.4564184122
979	0.4563241977
980	0.4562690243
981	0.4562190702
982	0.456178456
983	0.4561182875
984	0.456043122
985	0.4559827399
986	0.45596908
987	0.4559282723
988	0.4558322047
989	0.4557537658
990	0.4557152428
991	0.4556710786
992	0.4555944639
993	0.4555265257
994	0.4554874772
995	0.455468296
996	0.4553931123
997	0.4553342835
998	0.4552874797
999	0.4551110453
